geoid,tactile_paving,wheelchair,ramp_kerb,traffic_signals_sound,Video_ID,Sign_Label,Bounding_Box_Coords,Landmark_Keypoints,HTML_Snippet,WCAG_Violation
node_91485,incorrect,yes,flush,no,vid_0233,yes,"[0.42, 0.2, 0.26, 0.34]","[[0.502, 0.25, -0.093], [0.268, 0.965, -0.014], [0.832, 0.493, -0.005]]",<button>Submit</button>,None
node_57104,incorrect,limited,yes,no,vid_0234,thank_you,"[0.55, 0.26, 0.28, 0.21]","[[0.888, 0.933, 0.008], [0.937, 0.04, -0.005], [0.045, 0.704, -0.052]]",<button>Submit</button>,None
node_69440,yes,yes,flush,yes,vid_0235,bus,"[0.43, 0.13, 0.22, 0.26]","[[0.937, 0.01, -0.092], [0.371, 0.709, -0.018], [0.745, 0.452, -0.024]]",<button>Submit</button>,None
node_25577,no,yes,yes,no,vid_0236,thank_you,"[0.11, 0.11, 0.22, 0.43]","[[0.343, 0.438, -0.044], [0.726, 0.245, 0.075], [0.839, 0.707, -0.068]]",<img src='map.png'>,Missing_Alt_Text
node_76521,yes,no,yes,yes,vid_0237,help,"[0.6, 0.39, 0.29, 0.38]","[[0.642, 0.607, -0.056], [0.169, 0.639, 0.014], [0.764, 0.921, -0.073]]",<img src='logo.svg' alt='Company Logo'>,None
node_28895,no,yes,flush,yes,vid_0238,danger,"[0.15, 0.23, 0.3, 0.26]","[[0.68, 0.313, 0.043], [0.61, 0.947, 0.091], [0.935, 0.74, 0.011]]",<button>Submit</button>,None
node_91012,yes,yes,flush,no,vid_0239,train,"[0.4, 0.42, 0.34, 0.3]","[[0.124, 0.392, 0.002], [0.122, 0.482, -0.07], [0.256, 0.8, -0.052]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_55479,no,yes,no,no,vid_0240,hospital,"[0.52, 0.12, 0.31, 0.26]","[[0.094, 0.689, 0.003], [0.066, 0.524, 0.054], [0.701, 0.964, -0.06]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_42375,no,yes,yes,no,vid_0241,hello,"[0.35, 0.15, 0.25, 0.44]","[[0.015, 0.488, -0.012], [0.593, 0.529, 0.051], [0.052, 0.012, 0.069]]",<img src='logo.svg' alt='Company Logo'>,None
node_70579,no,no,lowered,no,vid_0242,train,"[0.58, 0.18, 0.36, 0.44]","[[0.94, 0.306, 0.065], [0.563, 0.015, -0.037], [0.709, 0.751, -0.019]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_77125,no,yes,flush,no,vid_0243,bus,"[0.27, 0.15, 0.33, 0.42]","[[0.91, 0.171, -0.043], [0.586, 0.544, 0.079], [0.538, 0.593, 0.016]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_23705,no,limited,no,no,vid_0244,thank_you,"[0.3, 0.14, 0.23, 0.36]","[[0.61, 0.688, 0.06], [0.31, 0.373, -0.086], [0.124, 0.013, 0.012]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_51323,no,limited,yes,yes,vid_0245,danger,"[0.33, 0.46, 0.21, 0.43]","[[0.896, 0.749, 0.092], [0.886, 0.118, 0.048], [0.469, 0.874, 0.088]]",<img src='map.png'>,Missing_Alt_Text
node_21276,yes,yes,yes,no,vid_0246,hospital,"[0.34, 0.28, 0.27, 0.22]","[[0.383, 0.835, 0.059], [0.188, 0.111, 0.028], [0.326, 0.437, -0.001]]",<img src='map.png'>,Missing_Alt_Text
node_74780,no,no,yes,yes,vid_0247,hospital,"[0.53, 0.32, 0.29, 0.31]","[[0.44, 0.097, -0.022], [0.553, 0.015, 0.03], [0.261, 0.635, 0.058]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_23841,no,yes,no,yes,vid_0248,hello,"[0.39, 0.37, 0.31, 0.27]","[[0.899, 0.617, -0.007], [0.399, 0.399, 0.074], [0.884, 0.844, 0.005]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_45930,yes,yes,no,no,vid_0249,help,"[0.58, 0.16, 0.23, 0.41]","[[0.055, 0.012, 0.038], [0.244, 0.873, -0.044], [0.286, 0.076, 0.021]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_47568,yes,yes,lowered,no,vid_0250,no,"[0.27, 0.27, 0.37, 0.46]","[[0.48, 0.735, -0.035], [0.745, 0.936, 0.094], [0.929, 0.181, -0.095]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_30946,no,no,yes,yes,vid_0251,hospital,"[0.3, 0.27, 0.31, 0.49]","[[0.512, 0.747, -0.057], [0.583, 0.208, 0.03], [0.459, 0.539, 0.026]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_53657,yes,limited,flush,no,vid_0252,hospital,"[0.23, 0.39, 0.2, 0.31]","[[0.56, 0.417, -0.031], [0.403, 0.772, 0.081], [0.548, 0.075, 0.022]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_24563,incorrect,no,no,no,vid_0253,danger,"[0.23, 0.4, 0.23, 0.3]","[[0.118, 0.825, 0.059], [0.118, 0.863, 0.042], [0.285, 0.652, -0.052]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_74338,yes,yes,yes,yes,vid_0254,no,"[0.22, 0.3, 0.37, 0.45]","[[0.448, 0.525, -0.099], [0.752, 0.747, -0.011], [0.298, 0.467, 0.048]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_83684,yes,no,no,no,vid_0255,bus,"[0.28, 0.5, 0.2, 0.25]","[[0.176, 0.446, 0.095], [0.388, 0.162, -0.079], [0.385, 0.504, 0.013]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_93496,no,limited,flush,no,vid_0256,hello,"[0.19, 0.4, 0.34, 0.41]","[[0.652, 0.0, 0.031], [0.305, 0.794, -0.058], [0.218, 0.853, 0.064]]",<img src='logo.svg' alt='Company Logo'>,None
node_63532,no,limited,flush,yes,vid_0257,hospital,"[0.47, 0.24, 0.29, 0.33]","[[0.23, 0.352, -0.007], [0.376, 0.081, -0.042], [0.665, 0.236, -0.002]]",<img src='map.png'>,Missing_Alt_Text
node_45235,no,no,yes,no,vid_0258,train,"[0.51, 0.41, 0.16, 0.22]","[[0.652, 0.605, -0.035], [0.865, 0.192, -0.089], [0.767, 0.219, -0.011]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_92378,yes,no,yes,yes,vid_0259,train,"[0.27, 0.23, 0.24, 0.35]","[[0.358, 0.175, -0.079], [0.44, 0.878, -0.067], [0.57, 0.886, -0.071]]",<button>Submit</button>,None
node_65037,no,yes,no,yes,vid_0260,danger,"[0.5, 0.38, 0.3, 0.27]","[[0.987, 0.542, 0.004], [0.412, 0.609, 0.02], [0.959, 0.262, -0.014]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_59558,incorrect,yes,yes,no,vid_0261,help,"[0.39, 0.39, 0.32, 0.28]","[[0.774, 0.719, 0.01], [0.528, 0.162, -0.02], [0.715, 0.837, -0.077]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_27635,incorrect,yes,lowered,no,vid_0262,danger,"[0.19, 0.1, 0.21, 0.47]","[[0.213, 0.9, -0.062], [0.258, 0.34, 0.059], [0.028, 0.639, 0.047]]",<img src='logo.svg' alt='Company Logo'>,None
node_16422,no,limited,lowered,no,vid_0263,hospital,"[0.16, 0.2, 0.24, 0.33]","[[0.27, 0.399, -0.072], [0.537, 0.516, -0.092], [0.798, 0.123, -0.055]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_30746,no,no,yes,no,vid_0264,bus,"[0.27, 0.33, 0.24, 0.45]","[[0.622, 0.317, -0.013], [0.543, 0.066, 0.047], [0.984, 0.872, 0.002]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_94396,no,yes,yes,no,vid_0265,stop,"[0.34, 0.33, 0.38, 0.47]","[[0.559, 0.84, 0.014], [0.229, 0.718, -0.014], [0.982, 0.549, 0.006]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_68275,no,no,lowered,yes,vid_0266,stop,"[0.28, 0.28, 0.2, 0.48]","[[0.244, 0.113, -0.062], [0.245, 0.909, -0.016], [0.554, 0.922, 0.076]]",<button>Submit</button>,None
node_61750,incorrect,no,yes,no,vid_0267,thank_you,"[0.21, 0.33, 0.16, 0.38]","[[0.259, 0.363, -0.059], [0.333, 0.714, 0.094], [0.175, 0.59, -0.08]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_72819,no,no,lowered,no,vid_0268,yes,"[0.35, 0.38, 0.34, 0.23]","[[0.052, 0.707, 0.099], [0.379, 0.283, -0.01], [0.019, 0.103, 0.042]]",<img src='map.png'>,Missing_Alt_Text
node_77143,yes,limited,no,no,vid_0269,thank_you,"[0.26, 0.4, 0.29, 0.41]","[[0.3, 0.198, 0.026], [0.446, 0.486, -0.058], [0.664, 0.597, 0.047]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_29352,incorrect,yes,yes,yes,vid_0270,bus,"[0.59, 0.4, 0.28, 0.43]","[[0.786, 0.134, -0.018], [0.794, 0.615, 0.003], [0.78, 0.66, -0.026]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_52131,yes,no,yes,yes,vid_0271,stop,"[0.17, 0.42, 0.29, 0.27]","[[0.521, 0.747, 0.02], [0.409, 0.015, 0.057], [0.011, 0.644, -0.061]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_67334,yes,yes,lowered,no,vid_0272,yes,"[0.12, 0.31, 0.29, 0.26]","[[0.714, 0.713, 0.063], [0.682, 0.307, 0.02], [0.321, 0.067, 0.075]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_87982,no,yes,flush,no,vid_0273,thank_you,"[0.56, 0.17, 0.17, 0.35]","[[0.752, 0.675, 0.018], [0.772, 0.187, 0.073], [0.28, 0.915, -0.024]]",<button>Submit</button>,None
node_40261,yes,yes,flush,no,vid_0274,danger,"[0.35, 0.43, 0.37, 0.29]","[[0.956, 0.093, 0.026], [0.623, 0.89, -0.074], [0.415, 0.26, 0.052]]",<img src='map.png'>,Missing_Alt_Text
node_23297,no,yes,yes,no,vid_0275,stop,"[0.48, 0.25, 0.2, 0.25]","[[0.25, 0.718, 0.08], [0.91, 0.855, -0.059], [0.096, 0.987, 0.018]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_11062,incorrect,no,flush,yes,vid_0276,thank_you,"[0.47, 0.22, 0.23, 0.46]","[[0.599, 0.698, -0.082], [0.699, 0.792, -0.03], [0.834, 0.118, -0.031]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_59098,no,limited,flush,yes,vid_0277,help,"[0.24, 0.3, 0.36, 0.26]","[[0.363, 0.375, 0.082], [0.755, 0.042, -0.077], [0.848, 0.715, 0.051]]",<img src='map.png'>,Missing_Alt_Text
node_92305,no,yes,yes,no,vid_0278,yes,"[0.43, 0.16, 0.32, 0.26]","[[0.631, 0.205, -0.079], [0.039, 0.893, 0.039], [0.203, 0.219, -0.1]]",<img src='map.png'>,Missing_Alt_Text
node_31233,no,no,no,no,vid_0279,hello,"[0.38, 0.17, 0.18, 0.41]","[[0.151, 0.377, -0.06], [0.085, 0.854, -0.077], [0.278, 0.627, 0.074]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_75396,no,yes,yes,no,vid_0280,help,"[0.48, 0.44, 0.29, 0.49]","[[0.914, 0.57, -0.069], [0.816, 0.527, 0.024], [0.136, 0.135, -0.064]]",<button>Submit</button>,None
node_60731,yes,no,flush,no,vid_0281,hello,"[0.18, 0.33, 0.39, 0.34]","[[0.628, 0.269, 0.041], [0.006, 0.731, -0.032], [0.518, 0.196, 0.015]]",<img src='logo.svg' alt='Company Logo'>,None
node_18350,yes,no,no,yes,vid_0282,help,"[0.37, 0.22, 0.38, 0.39]","[[0.137, 0.548, 0.03], [0.644, 0.693, -0.047], [0.753, 0.711, 0.059]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_56003,no,no,no,yes,vid_0283,help,"[0.56, 0.49, 0.34, 0.2]","[[0.558, 0.208, -0.045], [0.348, 0.052, -0.021], [0.486, 0.233, 0.074]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_15899,yes,no,lowered,no,vid_0284,yes,"[0.51, 0.49, 0.35, 0.43]","[[0.605, 0.328, -0.084], [0.393, 0.905, 0.056], [0.728, 0.902, 0.089]]",<img src='logo.svg' alt='Company Logo'>,None
node_64636,no,no,yes,yes,vid_0285,bus,"[0.35, 0.48, 0.39, 0.23]","[[0.985, 0.98, -0.037], [0.65, 0.947, 0.043], [0.696, 0.96, -0.017]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_65206,no,no,lowered,no,vid_0286,yes,"[0.23, 0.26, 0.17, 0.41]","[[0.368, 0.256, -0.037], [0.713, 0.834, -0.07], [0.303, 0.804, 0.089]]",<img src='map.png'>,Missing_Alt_Text
node_92737,incorrect,no,flush,yes,vid_0287,yes,"[0.27, 0.45, 0.22, 0.45]","[[0.224, 0.569, 0.041], [0.608, 0.632, -0.068], [0.075, 0.083, -0.099]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_65241,no,yes,flush,no,vid_0288,danger,"[0.45, 0.42, 0.19, 0.35]","[[0.344, 0.039, 0.048], [0.773, 0.1, -0.055], [0.518, 0.277, -0.05]]",<img src='map.png'>,Missing_Alt_Text
node_51892,yes,limited,yes,no,vid_0289,stop,"[0.12, 0.28, 0.34, 0.47]","[[0.529, 0.369, 0.05], [0.227, 0.015, -0.021], [0.919, 0.646, -0.087]]",<img src='map.png'>,Missing_Alt_Text
node_31411,yes,no,flush,no,vid_0290,bus,"[0.17, 0.13, 0.16, 0.48]","[[0.349, 0.955, 0.088], [0.061, 0.843, -0.004], [0.148, 0.626, 0.1]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_42832,no,yes,no,no,vid_0291,thank_you,"[0.37, 0.11, 0.24, 0.42]","[[0.386, 0.996, 0.041], [0.232, 0.333, 0.081], [0.56, 0.87, -0.045]]",<img src='map.png'>,Missing_Alt_Text
node_36684,no,limited,yes,no,vid_0292,bus,"[0.48, 0.3, 0.17, 0.42]","[[0.499, 0.494, -0.077], [0.568, 0.952, -0.069], [0.341, 0.196, 0.1]]",<button>Submit</button>,None
node_51492,no,limited,yes,no,vid_0293,help,"[0.49, 0.48, 0.19, 0.41]","[[0.48, 0.18, 0.088], [0.556, 0.786, -0.051], [0.331, 0.069, 0.041]]",<button>Submit</button>,None
node_77583,yes,yes,flush,no,vid_0294,thank_you,"[0.42, 0.2, 0.3, 0.24]","[[0.593, 0.008, 0.099], [0.373, 0.819, 0.094], [0.483, 0.177, -0.029]]",<img src='map.png'>,Missing_Alt_Text
node_61170,yes,yes,no,no,vid_0295,hello,"[0.44, 0.22, 0.2, 0.32]","[[0.791, 0.193, -0.061], [0.912, 0.67, -0.047], [0.192, 0.356, 0.059]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_36023,no,no,flush,no,vid_0296,help,"[0.5, 0.24, 0.22, 0.33]","[[0.211, 0.979, 0.063], [0.749, 0.279, -0.076], [0.799, 0.652, 0.065]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_90559,yes,yes,no,no,vid_0297,bus,"[0.41, 0.45, 0.36, 0.27]","[[0.631, 0.629, 0.052], [0.013, 0.384, 0.041], [0.707, 0.633, -0.086]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_97176,no,limited,yes,no,vid_0298,thank_you,"[0.36, 0.35, 0.32, 0.25]","[[0.839, 0.859, 0.047], [0.155, 0.319, -0.063], [0.232, 0.392, 0.085]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_14997,yes,yes,flush,no,vid_0299,no,"[0.21, 0.13, 0.17, 0.23]","[[0.035, 0.335, -0.05], [0.057, 0.7, -0.024], [0.838, 0.108, 0.057]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_34304,yes,yes,yes,no,vid_0300,hospital,"[0.27, 0.14, 0.19, 0.21]","[[0.98, 0.009, -0.061], [0.549, 0.569, 0.052], [0.446, 0.443, -0.057]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_42833,yes,no,yes,no,vid_0301,train,"[0.43, 0.32, 0.27, 0.42]","[[0.158, 0.155, -0.081], [0.436, 0.146, 0.056], [0.315, 0.022, -0.012]]",<button>Submit</button>,None
node_58187,no,no,yes,yes,vid_0302,danger,"[0.25, 0.37, 0.39, 0.28]","[[0.546, 0.707, -0.002], [0.708, 0.293, 0.002], [0.485, 0.648, -0.064]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_70695,no,yes,yes,no,vid_0303,help,"[0.36, 0.24, 0.15, 0.44]","[[0.193, 0.654, 0.032], [0.565, 0.334, -0.083], [0.79, 0.167, -0.004]]",<button>Submit</button>,None
node_46914,yes,limited,lowered,yes,vid_0304,stop,"[0.18, 0.2, 0.31, 0.26]","[[0.342, 0.696, 0.087], [0.92, 0.899, 0.079], [0.153, 0.515, 0.087]]",<img src='logo.svg' alt='Company Logo'>,None
node_47222,yes,yes,yes,no,vid_0305,help,"[0.17, 0.44, 0.36, 0.23]","[[0.918, 0.125, -0.064], [0.329, 0.561, 0.003], [0.274, 0.173, 0.033]]",<img src='logo.svg' alt='Company Logo'>,None
node_40016,no,no,no,no,vid_0306,danger,"[0.47, 0.39, 0.32, 0.22]","[[0.455, 0.645, -0.076], [0.287, 0.953, -0.071], [0.971, 0.556, -0.029]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_59228,yes,no,yes,no,vid_0307,yes,"[0.28, 0.45, 0.37, 0.27]","[[0.496, 0.728, -0.033], [0.454, 0.44, -0.022], [0.392, 0.136, -0.046]]",<button>Submit</button>,None
node_99537,yes,yes,flush,no,vid_0308,no,"[0.46, 0.48, 0.4, 0.28]","[[0.357, 0.34, -0.043], [0.512, 0.728, -0.034], [0.047, 0.526, 0.005]]",<img src='logo.svg' alt='Company Logo'>,None
node_97266,yes,no,yes,yes,vid_0309,bus,"[0.24, 0.28, 0.23, 0.41]","[[0.468, 0.966, 0.096], [0.453, 0.723, 0.032], [0.757, 0.444, 0.016]]",<button>Submit</button>,None
node_47613,no,no,no,no,vid_0310,thank_you,"[0.55, 0.13, 0.19, 0.31]","[[0.354, 0.68, 0.073], [0.096, 0.576, -0.007], [0.826, 0.016, -0.014]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_16331,incorrect,no,no,no,vid_0311,no,"[0.47, 0.14, 0.37, 0.48]","[[0.876, 0.601, -0.09], [0.562, 0.93, -0.087], [0.479, 0.646, 0.093]]",<img src='logo.svg' alt='Company Logo'>,None
node_55024,yes,limited,lowered,yes,vid_0312,train,"[0.4, 0.14, 0.22, 0.48]","[[0.92, 0.5, -0.056], [0.771, 0.399, -0.092], [0.194, 0.124, -0.013]]",<button>Submit</button>,None
node_66291,yes,yes,no,no,vid_0313,stop,"[0.33, 0.25, 0.34, 0.46]","[[0.172, 0.205, -0.096], [0.257, 0.838, 0.087], [0.943, 0.265, 0.063]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_45214,yes,yes,lowered,no,vid_0314,thank_you,"[0.28, 0.21, 0.38, 0.5]","[[0.044, 0.473, -0.071], [0.547, 0.917, 0.095], [1.0, 0.496, -0.083]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_50920,yes,no,no,yes,vid_0315,bus,"[0.4, 0.19, 0.22, 0.26]","[[0.672, 0.958, -0.034], [0.246, 0.678, -0.094], [0.624, 0.476, 0.091]]",<img src='map.png'>,Missing_Alt_Text
node_17141,yes,limited,no,no,vid_0316,train,"[0.13, 0.42, 0.37, 0.21]","[[0.593, 0.379, -0.095], [0.355, 0.864, 0.044], [0.121, 0.904, 0.03]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_56361,no,yes,flush,no,vid_0317,yes,"[0.34, 0.44, 0.29, 0.42]","[[0.977, 0.183, -0.058], [0.627, 0.986, 0.096], [0.529, 0.424, 0.093]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_10072,no,limited,no,no,vid_0318,stop,"[0.25, 0.35, 0.35, 0.23]","[[0.073, 0.442, -0.01], [0.981, 0.858, 0.081], [0.625, 0.404, -0.036]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_12688,yes,limited,no,no,vid_0319,stop,"[0.35, 0.46, 0.19, 0.21]","[[0.531, 0.328, 0.071], [0.42, 0.087, -0.057], [0.714, 0.427, -0.022]]",<button>Submit</button>,None
node_29823,yes,limited,flush,yes,vid_0320,thank_you,"[0.42, 0.49, 0.31, 0.5]","[[0.794, 0.093, -0.098], [0.185, 0.776, -0.041], [0.276, 0.725, -0.025]]",<img src='map.png'>,Missing_Alt_Text
node_41723,no,no,yes,yes,vid_0321,bus,"[0.23, 0.34, 0.29, 0.21]","[[0.539, 0.688, -0.038], [0.608, 0.359, 0.068], [0.624, 0.274, -0.051]]",<button>Submit</button>,None
node_87551,yes,no,no,no,vid_0322,hospital,"[0.23, 0.36, 0.26, 0.36]","[[0.801, 0.616, 0.023], [0.389, 0.975, -0.055], [0.867, 0.333, -0.055]]",<img src='map.png'>,Missing_Alt_Text
node_80080,no,no,no,no,vid_0323,help,"[0.2, 0.11, 0.24, 0.35]","[[0.5, 0.319, -0.053], [0.838, 0.192, 0.035], [0.555, 0.45, 0.094]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_49040,incorrect,limited,flush,yes,vid_0324,stop,"[0.37, 0.15, 0.35, 0.4]","[[0.106, 0.581, 0.022], [0.239, 0.98, -0.088], [0.541, 0.815, -0.092]]",<button>Submit</button>,None
node_91553,incorrect,no,yes,yes,vid_0325,help,"[0.26, 0.12, 0.3, 0.48]","[[0.574, 0.206, 0.064], [0.005, 0.649, 0.017], [0.592, 0.518, 0.034]]",<button>Submit</button>,None
node_46040,yes,limited,flush,no,vid_0326,bus,"[0.4, 0.14, 0.26, 0.37]","[[0.252, 0.461, 0.066], [0.007, 0.729, 0.067], [0.982, 0.405, -0.096]]",<img src='map.png'>,Missing_Alt_Text
node_64653,incorrect,yes,lowered,no,vid_0327,stop,"[0.51, 0.3, 0.34, 0.27]","[[0.94, 0.932, -0.082], [0.164, 0.181, 0.046], [0.735, 0.055, 0.098]]",<img src='map.png'>,Missing_Alt_Text
node_59012,no,no,yes,no,vid_0328,help,"[0.52, 0.49, 0.33, 0.33]","[[0.083, 0.015, 0.092], [0.318, 0.36, -0.086], [0.897, 0.134, 0.014]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_64476,yes,limited,lowered,no,vid_0329,no,"[0.2, 0.44, 0.27, 0.32]","[[0.838, 0.401, 0.065], [0.181, 0.862, 0.099], [0.429, 0.248, -0.06]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_53348,incorrect,no,lowered,no,vid_0330,no,"[0.31, 0.27, 0.15, 0.37]","[[0.176, 0.736, -0.043], [0.878, 0.353, 0.077], [0.991, 0.792, -0.035]]",<button>Submit</button>,None
node_48162,yes,yes,no,no,vid_0331,no,"[0.11, 0.41, 0.22, 0.3]","[[0.172, 0.733, -0.056], [0.155, 0.397, -0.055], [0.175, 0.861, 0.069]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_53450,yes,no,no,no,vid_0332,danger,"[0.16, 0.24, 0.25, 0.24]","[[0.907, 0.294, -0.05], [0.45, 0.631, -0.024], [0.061, 0.41, -0.051]]",<img src='map.png'>,Missing_Alt_Text
node_53058,no,limited,no,no,vid_0333,hello,"[0.17, 0.3, 0.19, 0.42]","[[0.997, 0.894, 0.031], [0.906, 0.938, 0.085], [0.032, 0.843, 0.008]]",<button>Submit</button>,None
node_57586,yes,no,yes,no,vid_0334,hello,"[0.12, 0.38, 0.35, 0.45]","[[0.5, 0.147, -0.074], [0.912, 0.493, -0.051], [0.36, 0.12, -0.089]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_96462,yes,yes,no,no,vid_0335,hello,"[0.53, 0.28, 0.37, 0.46]","[[0.868, 0.657, -0.084], [0.418, 0.655, -0.075], [0.081, 0.843, -0.06]]",<img src='logo.svg' alt='Company Logo'>,None
node_43399,yes,limited,lowered,no,vid_0336,thank_you,"[0.24, 0.27, 0.36, 0.36]","[[0.648, 0.85, 0.09], [0.219, 0.299, -0.095], [0.033, 0.026, -0.028]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_61614,yes,no,lowered,no,vid_0337,thank_you,"[0.27, 0.37, 0.3, 0.26]","[[0.687, 0.655, -0.085], [0.734, 0.565, -0.092], [0.781, 0.184, -0.003]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_42472,yes,yes,no,no,vid_0338,hello,"[0.55, 0.44, 0.36, 0.25]","[[0.447, 0.313, 0.052], [0.029, 0.403, -0.053], [0.706, 0.766, -0.066]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_97283,yes,no,yes,yes,vid_0339,help,"[0.3, 0.1, 0.19, 0.34]","[[0.589, 0.888, 0.073], [0.575, 0.023, -0.091], [0.541, 0.026, -0.078]]",<button>Submit</button>,None
node_60479,incorrect,yes,lowered,no,vid_0340,yes,"[0.5, 0.16, 0.26, 0.38]","[[0.67, 0.581, 0.061], [0.149, 0.166, 0.005], [0.391, 0.334, -0.008]]",<button>Submit</button>,None
node_62494,no,no,yes,yes,vid_0341,train,"[0.49, 0.14, 0.27, 0.49]","[[0.018, 0.532, -0.062], [0.335, 0.171, -0.042], [0.354, 0.016, -0.09]]",<img src='logo.svg' alt='Company Logo'>,None
node_17951,no,no,no,no,vid_0342,thank_you,"[0.24, 0.39, 0.37, 0.31]","[[0.108, 0.777, -0.088], [0.06, 0.689, 0.038], [0.8, 0.53, 0.026]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_64048,no,no,lowered,no,vid_0343,stop,"[0.23, 0.34, 0.24, 0.33]","[[0.063, 0.638, 0.097], [0.34, 0.987, 0.089], [0.919, 0.747, 0.063]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_32373,yes,yes,no,no,vid_0344,no,"[0.41, 0.32, 0.22, 0.33]","[[0.022, 0.316, -0.044], [0.669, 0.972, 0.058], [0.847, 0.585, 0.003]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_39741,yes,yes,no,no,vid_0345,hospital,"[0.19, 0.32, 0.4, 0.34]","[[0.878, 0.117, 0.053], [0.22, 0.612, -0.077], [0.378, 0.603, 0.016]]",<button>Submit</button>,None
node_37635,yes,yes,lowered,yes,vid_0346,yes,"[0.26, 0.26, 0.15, 0.3]","[[0.232, 0.965, 0.016], [0.731, 0.42, 0.091], [0.659, 0.128, 0.06]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_10771,no,yes,yes,no,vid_0347,help,"[0.14, 0.4, 0.28, 0.4]","[[0.198, 0.794, 0.077], [0.412, 0.725, 0.08], [0.789, 0.088, -0.052]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_67094,incorrect,yes,flush,no,vid_0348,help,"[0.12, 0.26, 0.25, 0.44]","[[0.931, 0.277, 0.075], [0.715, 0.809, -0.005], [0.606, 0.443, 0.043]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_56273,yes,yes,yes,yes,vid_0349,bus,"[0.18, 0.42, 0.27, 0.48]","[[0.429, 0.872, 0.056], [0.55, 0.861, 0.044], [0.427, 0.424, 0.074]]",<button>Submit</button>,None
